priority,rank,name,url,focus,feature,evidence,source,source_page
1163,P,Grège - création d'intérieurs,https://www.awwwards.com/sites/grege-creation-dinterieurs,typography,スクロール連動,Locomotive Scroll / Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=56
1169,P,Lama Lama,https://www.awwwards.com/sites/lama-lama,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=56
1172,P,The Future in Mind,https://www.awwwards.com/sites/the-future-in-mind,motion,スクロール連動,Infinite Scroll / Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=56
1173,P,BBDO Creative Agency Portfolio,https://www.awwwards.com/sites/bbdo-creative-agency-portfolio,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=56
1174,P,Dala,https://www.awwwards.com/sites/dala,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=56
1177,P,De Bijenkorf magical forest,https://www.awwwards.com/sites/de-bijenkorf-magical-forest,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=56
1180,P,Dola,https://www.awwwards.com/sites/dola,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=56
1184,P,Capsul'in Aluminium,https://www.awwwards.com/sites/capsulin-aluminium,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=56
1185,P,Baillat Studio,https://www.awwwards.com/sites/baillat-studio,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=56
1187,P,Totem.earth,https://www.awwwards.com/sites/totem-earth,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=57
1192,P,Moooi - Paper Play,https://www.awwwards.com/sites/moooi-paper-play,motion,スクロール連動,Parallax / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=57
1198,P,Hyperframe,https://www.awwwards.com/sites/hyperframe,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=57
1204,P,Jomor Design,https://www.awwwards.com/sites/jomor-design-2,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=57
1210,P,Kalso,https://www.awwwards.com/sites/kalso,motion,スクロール連動,Parallax / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=57
1212,P,Sol’ace,https://www.awwwards.com/sites/solace-2,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=57
1213,P,Shapefarm,https://www.awwwards.com/sites/shapefarm,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=57
1214,P,The Sea We Breathe,https://www.awwwards.com/sites/the-sea-we-breathe,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=57
1218,P,Pangram Pangram Foundry,https://www.awwwards.com/sites/pangram-pangram-foundry,typography,スクロール連動,Locomotive Scroll / Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=58
1219,P,Gucci Flora Gorgeous Gardenia,https://www.awwwards.com/sites/gucci-flora-gorgeous-gardenia,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=58
1220,P,DFY®,https://www.awwwards.com/sites/dfy-r,motion,スクロール連動,Locomotive Scroll / Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=58
1224,P,Lunchbox,https://www.awwwards.com/sites/lunchbox,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=58
1228,P,Sakharov.space,https://www.awwwards.com/sites/sakharov-space,motion,スクロール連動,Infinite Scroll / Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=58
1230,P,Platoon Aviation,https://www.awwwards.com/sites/platoon-aviation,motion,スクロール連動,Parallax / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=58
1235,Q,Cowboy,https://www.awwwards.com/sites/cowboy-1,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=58
1245,Q,Alicia Keys,https://www.awwwards.com/sites/alicia-keys,motion,スクロール連動,Infinite Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=58
1253,Q,Spinoza.co,https://www.awwwards.com/sites/spinoza-co,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=59
1254,Q,Lemkus,https://www.awwwards.com/sites/lemkus,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=59
1259,Q,The Space that makes us Human,https://www.awwwards.com/sites/the-space-that-makes-us-human,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=59
1267,Q,Path Robotics,https://www.awwwards.com/sites/path-robotics,typography,スクロール連動,Locomotive Scroll / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=59
1268,Q,Hoboken Yogi,https://www.awwwards.com/sites/hoboken-yogi,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=59
1270,Q,Eva Habermann,https://www.awwwards.com/sites/eva-habermann,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=59
1271,Q,Rupert & Rothschild,https://www.awwwards.com/sites/rupert-rothschild,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=59
1272,Q,UNION©,https://www.awwwards.com/sites/union-c,typography,スクロール連動,Locomotive Scroll / Parallax / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=59
1274,Q,The message to Ukraine,https://www.awwwards.com/sites/the-message-to-ukraine,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=59
1281,Q,Ljubicic Tennis Academy,https://www.awwwards.com/sites/ljubicic-tennis-academy,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1283,Q,Miti Navi,https://www.awwwards.com/sites/miti-navi,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1286,Q,Stella Domo,https://www.awwwards.com/sites/stella-domo,typography,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1287,Q,Leonid Kostetskyi,https://www.awwwards.com/sites/leonid-kostetskyi-1,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1288,Q,TOGETHXR,https://www.awwwards.com/sites/togethxr,motion,スクロール連動,Infinite Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1289,Q,Grids,https://www.awwwards.com/sites/grids,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1291,Q,Studio K95,https://www.awwwards.com/sites/studio-k95-1,typography,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1292,Q,Fuente Real,https://www.awwwards.com/sites/fuente-real,product,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1297,Q,Scepter & Sword Wine Co.,https://www.awwwards.com/sites/scepter-sword-wine-co,product,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1299,Q,BOT - Bottle on the table,https://www.awwwards.com/sites/bot-bottle-on-the-table,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1301,Q,No-Code Conf 2021,https://www.awwwards.com/sites/no-code-conf-2021,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=60
1311,R,DPT.,https://www.awwwards.com/sites/dpt,motion,スクロール連動,Locomotive Scroll / Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1317,R,Bertani,https://www.awwwards.com/sites/bertani,motion,スクロール連動,Locomotive Scroll / Parallax / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1318,R,Quentin Goupille - Folio 2021,https://www.awwwards.com/sites/quentin-goupille-folio-2021,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1319,R,MIRAMACHO,https://www.awwwards.com/sites/miramacho,typography,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1326,R,Benjamin Righetti,https://www.awwwards.com/sites/benjamin-righetti,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1330,R,Vita Architecture,https://www.awwwards.com/sites/vita-architecture,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1331,R,Mama Joyce Peppa Sauce,https://www.awwwards.com/sites/mama-joyce-peppa-sauce,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1332,R,Bugatti Smartwatches,https://www.awwwards.com/sites/bugatti-smartwatches,motion,スクロール連動,Parallax / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1333,R,Go Love Yourself!,https://www.awwwards.com/sites/go-love-yourself,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1338,R,AirPods Max,https://www.awwwards.com/sites/airpods-max,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1339,R,Sandland,https://www.awwwards.com/sites/sandland,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1340,R,Crazy About Eggs,https://www.awwwards.com/sites/crazy-about-eggs,motion,スクロール連動,Parallax / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1341,R,Priestess,https://www.awwwards.com/sites/priestess,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=61
1344,R,Cristóbal Balenciaga Museum,https://www.awwwards.com/sites/cristobal-balenciaga-museum,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1345,R,Zero Impact,https://www.awwwards.com/sites/zero-impact,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1347,R,VENUS,https://www.awwwards.com/sites/venus,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1349,R,Gabriel Cuallado,https://www.awwwards.com/sites/gabriel-cuallado,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1350,R,We Are Digital Freelancers,https://www.awwwards.com/sites/we-are-digital-freelancers,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1351,R,"Fan Study, Spotify for Artists",https://www.awwwards.com/sites/fan-study-spotify-for-artists,motion,スクロール連動,Parallax / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1353,R,Moooi - Beauty Blooms,https://www.awwwards.com/sites/moooi-beauty-blooms,motion,スクロール連動,Parallax / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1355,R,Banorama,https://www.awwwards.com/sites/banorama,layout,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1356,R,Eidos Shanghai,https://www.awwwards.com/sites/eidos-shanghai,motion,スクロール連動,Locomotive Scroll / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1361,R,K72,https://www.awwwards.com/sites/k72,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1362,R,Craie Craie,https://www.awwwards.com/sites/craie-craie,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1365,R,Mike L.Murphy,https://www.awwwards.com/sites/mike-l-murphy,typography,スクロール連動,Parallax / Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1369,R,theLAB Berkeley,https://www.awwwards.com/sites/thelab-berkeley,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=62
1376,R,Cyberphotos,https://www.awwwards.com/sites/cyberphotos,motion,スクロール連動,Infinite Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=63
1378,R,NEUF,https://www.awwwards.com/sites/neuf,layout,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=63
1379,R,Steven Taylor,https://www.awwwards.com/sites/steven-taylor,motion,スクロール連動,Locomotive Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=63
1383,R,one up studio corporate site,https://www.awwwards.com/sites/one-up-studio-corporate-site,motion,スクロール連動,Infinite Scroll / Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=63
1388,S,Charlotte Beaude,https://www.awwwards.com/sites/charlotte-beaude,motion,スクロール連動,Parallax,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=63
1390,S,Best Things for Everything,https://www.awwwards.com/sites/best-things-for-everything,motion,スクロール連動,Infinite Scroll,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=63
1401,S,Tomas Than,https://www.awwwards.com/sites/tomas-than,typography,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=63
1406,S,Finely Crafted,https://www.awwwards.com/sites/finely-crafted,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=64
1407,S,Yamauchi No.10 Family Office,https://www.awwwards.com/sites/yamauchi-no-10-family-office,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=64
1411,S,Mafanfa,https://www.awwwards.com/sites/mafanfa,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=64
1419,S,The Russian Pantheon,https://www.awwwards.com/sites/the-russian-pantheon,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=64
1421,S,For the Love of Bread,https://www.awwwards.com/sites/for-the-love-of-bread,motion,スクロール連動,Scrolling,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=64
