priority,rank,name,url,focus,source,source_page
1925,Z,Fabio Carretti - Portfolio,https://www.awwwards.com/sites/fabio-carretti-portfolio,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=80
1926,Z,Trip in the dark,https://www.awwwards.com/sites/trip-in-the-dark,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=80
1927,Z,The St. Regis Venice Hotel,https://www.awwwards.com/sites/the-st-regis-venice-hotel,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=80
1928,Z,Trevor Blount Pilates,https://www.awwwards.com/sites/trevor-blount-pilates,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=80
1929,Z,AKARU,https://www.awwwards.com/sites/akaru-studio,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=80
1930,Z,SOS Violence Conjugale,https://www.awwwards.com/sites/sos-violence-conjugale,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=80
1931,Z,Boundary Supply,https://www.awwwards.com/sites/boundary-supply,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1932,Z,Reform Collective,https://www.awwwards.com/sites/reform-collective-1,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1933,Z,Bruno Arizio – Portfolio,https://www.awwwards.com/sites/bruno-arizio-portfolio,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1934,Z,Born & Bred,https://www.awwwards.com/sites/born-bred,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1935,Z,Google Pixel 4,https://www.awwwards.com/sites/google-pixel-4,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1936,Z,L'occitane: Seeds of dreams,https://www.awwwards.com/sites/loccitane-seeds-of-dreams,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1937,Z,PREVINT,https://www.awwwards.com/sites/prevint,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1938,Z,Northand,https://www.awwwards.com/sites/northand,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1939,Z,Noiz!,https://www.awwwards.com/sites/noiz,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1940,Z,Daphné Launay - Portfolio,https://www.awwwards.com/sites/daphne-launay-portfolio,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1941,Z,andstudio,https://www.awwwards.com/sites/andstudio,brand,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1942,Z,Fishing the Feed,https://www.awwwards.com/sites/fishing-the-feed,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1943,Z,Beauvoir,https://www.awwwards.com/sites/beauvoir,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1944,Z,ITG,https://www.awwwards.com/sites/itg,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1945,Z,elium studio,https://www.awwwards.com/sites/elium-studio,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1946,Z,D.POTFER STUDIO,https://www.awwwards.com/sites/d-potfer-studio,typography,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1947,Z,Bruno Simon Portfolio,https://www.awwwards.com/sites/bruno-simon-portfolio,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
1948,Z,Castor & Pollux,https://www.awwwards.com/sites/castor-pollux-1,motion,Awwwards — Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/?page=81
